Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-1250,Fold,0.9,0.1
Call-150,Check,Check,Check,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-150,Check,Check,Check,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Fold,Call-150,Fold,Fold,Call-50,Fold,Call-50,0.4,0.2
Raise-150,Call-150,Check,Bet-100,Raise-150,Fold,Raise-150,Fold,Call-175,Check,Check,Check,Fold,All in,Call-50,Check,Check,Check,Fold,Raise-150,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-150,Raise-150,0.3,0.7
Call-50,Call-150,Check,Check,Check,Fold,Fold,Fold,All in,Fold,Call-50,Call-175,Check,Check,Check,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-100,0.75,0.5
Fold,Fold,Call-50,Check,Check,Check,Call-200,Fold,Call-150,Check,Check,Check,Call-50,Check,Check,Check,Check,Check,Check,Check,Fold,Fold,Call-150,Check,Check,Check,Call-150,Fold,Call-50,Fold,0.4,0.5
Fold,Call-50,Check,Bet-50,Call-25,Check,Check,Fold,Call-150,Fold,Call-50,Fold,Call-150,Fold,Call-50,Check,Check,Check,Call-50,Fold,Check,Check,Fold,Fold,Call-50,Check,Check,Fold,Call-150,Check,0.4,0.2
Fold,Fold,Fold,Raise-150,Fold,Call-50,Fold,Raise-150,Bet-50,Check,Fold,Check,Check,Check,Check,Call-25,Bet-100,Bet-350,Call-50,Fold,Raise-150,Bet-100,Fold,Raise-150,Check,Bet-150,Raise-200,Fold,Call-25,Fold,0.3,0.7
Call-50,Fold,Raise-100,Check,Fold,Fold,Fold,Raise-150,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-50,Bet-50,Call-50,Fold,Call-50,Check,Check,Fold,Call-100,Check,Check,Fold,Fold,Fold,Fold,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Bet-100,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-200,All in,Call-50,Fold,Fold,Fold,Call-150,Fold,Fold,Call-200,Fold,Fold,Fold,Fold,Call-200,Call-200,Check,Check,Check,Call-200,Call-100,Check,Fold,Check,Check,Check,Check,Raise-100,Raise-650,Check,0.4,0.2
Call-50,Fold,Fold,Fold,Call-50,Fold,Fold,Raise-100,Fold,Fold,Call-50,Check,Check,Check,Call-50,Raise-200,Call-525,Check,Check,Bet-600,Fold,Raise-150,Fold,Call-50,Check,Check,Fold,Fold,Call-25,Fold,0.4,0.5
Check,Fold,Call-200,Check,Check,Check,Call-50,Fold,Call-25,Check,Check,Check,Fold,Call-200,Fold,Call-50,Fold,Raise-1250,Raise-2300,Call-25,Check,Check,Bet-50,Call-50,Check,Check,Check,Call-50,Call-175,Bet-250,0.4,0.2
Fold,Fold,Check,Check,Check,Bet-50,Fold,Fold,Fold,Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,0.9,0.1
Fold,Check,Check,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Check,Check,Check,Check,Raise-300,Call-50,Fold,Call-50,Check,Check,Bet-50,Raise-150,Call-200,Bet-400,Call-25,Check,Check,Check,0.4,0.5
Raise-150,Fold,Raise-150,Check,Check,Check,Raise-150,Bet-350,Raise-150,Check,Fold,Check,Check,Check,Check,Fold,Raise-150,Call-50,Check,Check,Check,Raise-150,Check,Check,Bet-100,Raise-150,Check,Fold,Raise-150,Call-500,0.3,0.7
Fold,Call-150,Check,Check,Check,Call-150,Fold,Call-150,Bet-150,Call-50,Check,Check,Check,Call-50,Check,Fold,Fold,Call-25,Check,Check,Check,Call-150,Check,Check,Fold,Fold,Call-150,Fold,Call-50,Call-150,0.4,0.2
Raise-300,Call-150,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Call-150,Check,Check,Fold,Call-150,Bet-250,Call-150,Fold,Fold,Call-75,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Raise-600,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Check,Check,Call-50,Call-75,Bet-100,Fold,Call-25,Fold,Call-150,Fold,Call-300,Call-800,Fold,Call-50,Fold,Call-50,Call-100,Check,Bet-100,Raise-1250,Call-25,Check,Check,Check,Call-50,Fold,Call-100,Fold,Fold,All in,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-100,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Fold,Call-50,Fold,Call-150,Fold,Raise-300,Call-800,Call-1100,Call-2100,All in,Fold,Raise-100,Check,Check,Fold,Call-25,Fold,Call-50,Check,Check,Check,Call-50,Fold,Raise-100,Bet-100,All in,Fold,Raise-100,Call-50,Fold,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,0.9,0.1
Call-50,Call-150,Bet-150,Call-50,Check,Check,Fold,Check,Check,Check,Check,Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Check,Check,Fold,Raise-300,Call-25,Check,Check,0.4,0.5
Raise-100,Raise-550,Check,Check,Check,Raise-100,Check,Fold,Fold,Call-100,Check,Fold,Raise-150,Fold,Call-50,Fold,Call-50,Call-100,Bet-100,Bet-200,Bet-650,Call-50,Fold,Call-50,Fold,Fold,Call-25,Check,Check,Check,0.4,0.5
Raise-200,Fold,Fold,Raise-150,Check,Bet-50,Raise-150,Check,Fold,Fold,Fold,Call-50,Fold,Raise-150,Fold,Raise-150,Check,Fold,Raise-150,Bet-100,Raise-150,Check,Check,Check,Check,Check,Check,Bet-100,Raise-150,Check,0.3,0.7
Call-200,Fold,Call-100,Bet-50,Call-150,Check,Fold,Call-150,Bet-200,Call-50,Fold,Fold,Raise-100,Call-150,Call-100,Call-200,Fold,Call-150,Bet-250,Call-150,Fold,Call-150,Check,Check,Check,Fold,Call-125,Check,Check,Check,0.4,0.2
Call-50,Call-150,Call-450,Check,Check,Check,Call-50,Check,Fold,Fold,Call-150,Fold,Fold,Fold,Fold,Fold,Call-100,Check,Fold,Fold,Fold,Fold,Fold,All in,Call-50,Fold,Raise-800,Check,Fold,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-300,Check,Check,Bet-300,Call-350,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Fold,Fold,Raise-150,Call-700,Bet-450,Raise-200,Bet-250,Raise-200,Bet-200,Fold,Call-75,Check,Check,Check,Raise-200,Fold,Raise-200,Check,Bet-100,Fold,Raise-200,Check,Fold,Raise-200,Bet-100,Raise-200,Check,Fold,Check,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Raise-100,Check,Check,Check,Raise-100,Raise-1600,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-50,Call-100,Bet-300,Call-200,Fold,Call-50,Fold,Call-50,0.4,0.5
Call-200,Check,Bet-50,Call-50,Check,Check,Check,Raise-150,Check,Fold,Raise-150,Fold,Raise-350,Bet-250,Call-25,Check,Check,Check,Raise-400,Check,Check,Check,Raise-200,Call-800,Bet-2150,Raise-400,Raise-450,Bet-1100,Raise-250,Bet-300,0.3,0.7
Call-50,Fold,Check,Check,Check,Check,Fold,Call-150,Fold,Raise-100,Call-300,Fold,Call-50,Check,Check,Check,Call-50,Fold,Raise-100,Raise-900,Check,Fold,Fold,Fold,Call-50,Fold,Fold,Call-50,Check,Check,0.4,0.5
Fold,Fold,Call-150,Bet-150,Call-150,Fold,Fold,Call-50,Check,Check,Check,Call-50,Fold,Call-150,Call-800,Check,Fold,Fold,Call-250,Fold,Call-50,Fold,All in,Fold,Call-50,Fold,Check,Check,Check,Fold,0.4,0.2
Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Raise-600,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Call-25,Check,Check,Check,Raise-250,Fold,Fold,Raise-250,Raise-400,Check,Fold,Raise-250,Bet-100,Bet-150,Call-200,Bet-300,Fold,Fold,Raise-100,Call-525,Bet-700,Raise-400,Check,Bet-900,Raise-250,Raise-400,Check,Check,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-600,Fold,Fold,Fold,Call-400,Check,Bet-400,Fold,Fold,0.75,0.5
Call-50,Fold,Call-50,Check,Bet-50,Fold,Fold,Call-250,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-250,Fold,Fold,Call-50,Call-150,Check,Bet-100,Call-50,Check,Check,Fold,Call-50,0.4,0.5
Call-400,Check,Fold,Call-250,Call-100,Raise-350,Raise-650,Call-50,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-400,Check,Check,Fold,Call-250,Fold,Call-50,Fold,Fold,Call-50,Check,Check,Fold,Call-200,Check,0.4,0.2
Call-50,Check,Check,Check,Call-50,Check,Check,Fold,Call-150,Check,Check,Check,All in,Call-50,Fold,Call-100,Check,Fold,Fold,Call-300,Check,Check,Fold,Call-300,Call-150,Fold,Call-50,Call-150,Check,Check,0.4,0.2
Fold,Call-50,Check,Check,Fold,Raise-150,Check,Check,Check,Fold,Raise-100,Raise-150,Bet-100,Raise-150,Raise-800,All in,Raise-300,Check,Check,Bet-150,Raise-300,Bet-150,Bet-150,Raise-150,Check,Check,Check,Fold,Raise-300,Fold,0.3,0.7
Call-50,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Fold,Call-25,Fold,Raise-100,Raise-100,Raise-1200,Fold,Call-50,Fold,Check,Check,Check,Check,Raise-100,Check,Check,Check,0.4,0.5
Fold,Fold,Fold,Fold,Call-50,Check,Check,Check,Call-50,Call-75,Check,Check,Check,Fold,Fold,Call-25,Check,Fold,Call-300,Fold,Call-300,Fold,Call-50,Call-150,Call-150,Fold,Fold,Call-50,Check,Fold,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Bet-100,Bet-200,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Fold,Fold,0.9,0.1
Call-50,Call-100,Fold,Raise-100,Call-200,Check,Check,Check,Call-50,Bet-50,Raise-100,Call-200,Check,Fold,Fold,Call-25,Fold,Call-50,Fold,Raise-100,Bet-100,Call-200,Call-200,Check,Fold,Call-50,Fold,Fold,Call-25,Fold,0.4,0.5
Raise-300,Fold,Fold,Call-25,Check,Fold,Raise-300,Check,Check,Check,Fold,Raise-300,Bet-350,Raise-300,Bet-250,Raise-150,Bet-150,Bet-200,Call-25,Check,Fold,Call-100,Fold,Raise-400,Bet-300,Raise-350,Raise-350,Fold,Raise-350,Fold,0.3,0.7
Call-50,Fold,Raise-100,Fold,Fold,Call-25,Fold,Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,Check,Fold,Call-50,Fold,Call-50,Call-300,Check,Check,Check,Fold,All in,Fold,Call-50,Fold,Call-50,Fold,0.4,0.5
All in,Raise-350,Raise-150,Fold,Raise-350,Raise-350,Raise-350,Fold,Fold,Raise-350,Fold,Raise-350,Check,Check,Bet-150,Fold,Fold,Raise-350,Raise-350,Fold,Raise-350,All in,Call-25,Check,Check,Fold,Raise-400,Fold,Call-50,Call-50,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Call-150,Call-100,Call-150,Check,Call-50,Check,Fold,Call-50,Fold,Raise-100,Raise-750,Check,Check,Fold,Call-100,Check,Check,Fold,Fold,Call-150,Check,Check,Check,Raise-300,Fold,Raise-100,Raise-2500,All in,Call-50,Fold,0.4,0.5
Call-150,Fold,Call-50,Check,Fold,Call-150,Check,Check,Check,Fold,Call-150,Check,Fold,Call-150,Check,Bet-50,Call-150,Check,Check,Check,Call-150,Call-150,Fold,Call-50,Fold,Raise-100,Call-50,Fold,Fold,Fold,0.4,0.2
Call-100,Check,Fold,Fold,Fold,Fold,Call-50,Call-100,Check,Bet-250,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-200,Check,Check,Check,Call-50,0.75,0.5
Call-25,Check,Bet-100,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-50,Fold,Check,Check,Fold,Call-25,Raise-100,Call-100,Call-150,Fold,Call-50,Check,Bet-100,Call-50,Fold,Call-50,Fold,Call-275,Check,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Raise-300,Check,Check,Check,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Call-50,Call-50,Bet-100,Bet-150,Bet-200,Fold,Check,Check,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-25,Check,Fold,Call-50,Check,Check,Fold,Call-50,Call-50,Fold,0.4,0.2
Call-25,Fold,Call-50,Fold,Call-50,Fold,Call-50,Bet-100,Check,Check,Check,Bet-50,Fold,Call-50,Fold,Raise-100,Raise-750,Raise-6500,All in,Raise-100,Fold,Check,Check,Check,Check,Call-25,Fold,Fold,All in,Raise-100,0.4,0.5
Fold,Fold,Check,Check,Check,Fold,Fold,Call-4825,Fold,Fold,Raise-250,Raise-600,Fold,Fold,Fold,All in,Call-75,Fold,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.75,0.5
Raise-1600,All in,Call-75,Bet-100,Fold,Fold,Fold,Fold,Fold,Call-50,Call-100,Check,Check,Check,Call-50,Check,Check,Check,Call-50,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Call-50,Fold,Check,Check,0.4,0.2
Check,Check,Call-25,Check,Check,Check,Fold,Call-50,Check,Fold,Call-50,Fold,Call-25,Fold,Call-50,Check,Check,Check,Fold,Fold,Call-25,Check,Check,Check,Fold,Raise-100,Check,Check,Fold,Raise-100,0.4,0.5
Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,0.9,0.2
Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Fold,Raise-100,Raise-400,Raise-2100,All in,Fold,Call-75,Bet-50,Raise-400,Call-200,Bet-1050,Call-50,Raise-100,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Call-50,Call-175,0.4,0.5
Raise-150,Fold,Raise-150,Raise-150,Bet-50,Fold,Call-25,Fold,Raise-150,Fold,Raise-200,Raise-800,Call-1600,All in,Raise-100,Check,Fold,Raise-100,Fold,Fold,Fold,Fold,Raise-100,Fold,All in,Raise-350,Raise-200,Check,Check,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Call-200,Fold,Fold,Fold,Fold,Fold,Call-550,Call-50,Fold,Call-50,Call-175,Check,Bet-200,Call-50,Raise-300,Check,Check,Check,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-375,All in,Fold,Call-75,Check,Fold,Fold,0.9,0.2
Fold,Call-50,Fold,Raise-100,Bet-100,Raise-350,Check,Fold,Fold,Raise-100,Raise-1200,All in,Fold,Fold,Fold,Fold,Call-50,Fold,Call-50,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-50,Fold,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-250,Raise-1600,All in,Check,Check,Check,Check,Fold,Call-50,Fold,Raise-150,Call-25,Check,Check,Check,Fold,Call-50,Call-175,Check,Check,Check,0.75,0.5
Check,Check,Raise-100,Fold,Raise-100,Bet-100,Fold,Call-50,Check,Check,Check,Fold,Call-75,Check,Check,Check,Call-25,Call-50,Fold,Call-50,Check,Check,Fold,Fold,Fold,Call-50,Check,Check,Check,Raise-100,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Raise-1250,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,0.9,0.2
Fold,Call-6825,Fold,Raise-400,Call-50,Check,Check,Check,Call-25,Call-50,Fold,Fold,Call-25,Call-50,Check,Fold,Fold,Raise-100,Call-50,Check,Check,Check,Fold,Fold,Call-150,Check,Check,Fold,Raise-100,Check,0.4,0.5
Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Check,Check,Check,Check,Fold,All in,Fold,Fold,Check,Check,Check,Check,Fold,0.9,0.2
Fold,Call-50,Check,Check,Check,Fold,Raise-100,Call-25,Call-50,Fold,Call-25,Fold,Fold,Call-50,Fold,Fold,Call-50,Fold,Fold,Raise-100,Call-50,Check,Fold,Fold,Call-25,Fold,Fold,Raise-100,Call-50,Check,0.4,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Check,0.9,0.2
Fold,Raise-600,Bet-750,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Call-50,Raise-1250,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Raise-150,Call-675,Check,Check,Fold,Fold,0.9,0.2
Check,Fold,Call-50,Bet-50,Fold,Raise-100,Call-50,Fold,Call-25,Fold,Call-50,Check,Check,Check,Call-25,Fold,All in,Raise-100,Raise-100,Call-100,Bet-300,Call-25,Call-50,Fold,Raise-800,Check,Bet-2250,Raise-300,Call-50,Check,0.4,0.5
Check,Check,Check,Fold,Fold,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Check,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Check,Bet-50,Call-50,Bet-200,Call-200,Bet-600,Call-800,Fold,0.9,0.2
Raise-150,Check,Fold,Fold,Fold,Check,Check,Check,Check,Raise-100,Raise-150,Fold,Raise-150,Check,Fold,Raise-150,Check,Fold,Fold,Fold,Raise-400,Raise-450,Bet-1600,Raise-200,Fold,Raise-150,Call-700,Check,Check,Check,0.3,0.7
Call-150,Check,Fold,Fold,Call-50,Bet-50,Check,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Call-150,Check,Check,Check,Fold,Fold,Call-150,Call-700,Check,Check,Check,Fold,0.75,0.5
Fold,Call-4950,Call-50,Fold,Call-50,Check,Check,Check,Fold,Fold,Fold,Call-150,Bet-150,Call-150,Bet-300,All in,Call-50,Fold,Fold,Fold,Fold,Call-150,Fold,Call-50,Fold,Call-50,Call-150,Check,Fold,Check,0.4,0.2
Fold,Fold,Check,Check,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-800,Check,Check,Check,Fold,Fold,Fold,Fold,Call-50,Bet-50,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-125,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Check,Check,Bet-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Bet-50,Fold,Fold,Call-50,Check,Check,Fold,Fold,Raise-150,Raise-150,Bet-350,Raise-100,Fold,Raise-100,Raise-150,Fold,Raise-150,Check,Check,Check,Raise-150,Bet-150,Raise-200,Raise-100,Call-350,Check,Check,Check,Fold,Fold,0.3,0.7
Check,Check,Fold,Call-25,Check,Fold,Fold,Call-150,Fold,Call-50,Raise-600,Call-50,Fold,Call-100,Fold,Fold,Call-150,Fold,Fold,Call-50,Call-100,Call-350,Check,Check,Bet-850,Fold,Raise-600,Check,Check,Check,0.4,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-125,Bet-150,Call-150,Check,Check,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-150,Check,Bet-200,Fold,All in,Fold,Fold,Fold,0.75,0.5
Call-500,Check,Check,Check,Raise-150,Raise-150,Raise-150,Check,Check,Check,Fold,Raise-150,Check,Check,Fold,Fold,Raise-150,Fold,Fold,Raise-150,Call-200,Bet-750,Raise-150,Check,Check,Check,Fold,Fold,Raise-150,Call-50,0.3,0.7
Fold,Call-150,Check,Check,Bet-100,Call-50,Fold,Fold,Fold,Fold,Call-150,Fold,Call-150,Check,Check,Check,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-4187,Call-150,Fold,Call-50,Call-100,Fold,Call-50,Check,0.4,0.2
Fold,Call-150,Fold,Fold,Call-150,Fold,Fold,Call-50,Fold,Raise-150,Check,Check,Check,Raise-600,Check,Fold,Call-200,Bet-150,Call-50,Fold,Call-200,Fold,Call-50,Fold,Call-50,Fold,Fold,Fold,Call-200,Fold,0.4,0.2
Call-200,Bet-150,Fold,Fold,Fold,Call-50,Check,Check,Check,Fold,Call-50,Call-150,Check,Check,Check,Raise-100,Fold,Fold,Fold,Fold,Call-50,Fold,Call-200,Fold,Raise-400,Fold,Call-50,Fold,Fold,Fold,0.4,0.5
Fold,Raise-150,Bet-150,All in,Raise-150,Bet-50,Fold,Check,Fold,Fold,Raise-200,Call-425,Bet-1200,Raise-200,Check,Fold,Fold,Raise-200,Bet-100,Fold,Fold,Fold,Raise-200,Raise-200,Bet-200,Raise-200,Check,Bet-150,Raise-200,Check,0.3,0.7
Fold,Fold,Fold,Fold,Check,Check,Check,Check,Call-25,Bet-100,Fold,Fold,Call-50,Call-150,Check,Fold,Call-50,Fold,Fold,Raise-250,Fold,Fold,Fold,Fold,Fold,Fold,Raise-800,Raise-100,Fold,Fold,0.75,0.5
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,All in,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-1250,All in,Check,Check,Check,Check,Fold,Fold,Fold,Fold,0.9,0.1
Fold,Raise-200,Fold,Fold,Call-25,Check,Check,Check,Call-50,Check,Check,Check,Raise-200,Check,Check,Check,Raise-200,Call-50,Check,Check,Check,Raise-250,Raise-1600,All in,Call-175,Check,Check,Check,Raise-300,Raise-350,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,0.9,0.2
Fold,Call-50,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,Check,Fold,Fold,Call-50,Check,Check,Check,Call-50,Fold,Fold,Call-50,Fold,Fold,Fold,Call-50,Fold,Call-50,Check,Check,Check,0.4,0.5
Call-50,Call-150,Check,Check,Check,Fold,Check,Check,Check,Check,Raise-100,Raise-650,Raise-4250,All in,Fold,Fold,Call-50,Fold,Fold,Check,Check,Check,Check,Fold,Call-400,Fold,Call-100,Fold,Fold,All in,0.75,0.5
Bet-2400,Raise-350,Bet-200,Call-50,Check,Check,Check,Check,Check,Check,Check,Fold,Raise-350,Fold,Fold,Fold,Raise-350,Check,Check,Check,Check,Call-25,Check,Check,Fold,Raise-350,Raise-350,Raise-350,Call-50,Check,0.3,0.7
Call-25,Fold,Raise-150,Raise-150,Check,Check,Check,Raise-150,Bet-100,Bet-200,Raise-150,Bet-150,Call-50,Fold,Fold,Call-25,Check,Check,Fold,Raise-200,Fold,Raise-150,Bet-150,Raise-200,Raise-200,Check,Fold,Raise-200,Check,Bet-50,0.3,0.7
Raise-800,Fold,Call-150,Check,Check,Check,Call-150,Call-100,Fold,Call-150,Fold,Call-50,Fold,Fold,Check,Check,Bet-100,Fold,Call-150,Fold,Fold,Call-200,Check,Fold,Call-200,Check,Fold,Call-50,Check,Check,0.4,0.5
Fold,Fold,Fold,Call-150,Fold,Call-150,Fold,Fold,Call-50,Fold,Call-50,Check,Fold,Call-150,Bet-200,Call-125,Check,Fold,Fold,Call-200,Check,Fold,Fold,Call-50,Check,Check,Check,Call-50,Check,Check,0.4,0.2
Call-50,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Call-150,Check,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Raise-950,All in,0.75,0.5
Check,Check,Check,Call-25,Check,Check,Check,Fold,Raise-200,Fold,Raise-200,Raise-200,Bet-100,Raise-200,Raise-1500,Raise-3950,Raise-300,Bet-150,Check,Check,Check,Check,Check,Check,Fold,Fold,Raise-400,Raise-2200,All in,Fold,0.3,0.7
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-50,Raise-600,Check,Check,Check,Fold,Fold,Fold,0.9,0.2
Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-200,Bet-200,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Fold,Call-350,Fold,Fold,Fold,Fold,Fold,0.9,0.1
Check,Check,Check,Check,Fold,Fold,Fold,Call-200,Fold,Raise-400,Call-1300,Fold,Fold,Call-50,Check,Check,Check,Check,Check,Fold,Call-25,Fold,Fold,Call-50,Fold,Call-400,Bet-300,Fold,Check,Check,0.4,0.5
